nombre,total
cesar augusto veliz,1
alejandro icochea vivanco,1
simon grados,1
ricardo odonovan,1
antonio miroquesada,1
francisco fizarro,1
hernan cortes,1
justo arias aranguez,1
william guzman,1
manuel montenegro,1
victor maldonado,1
leonidas sarre,1
ernesto mora,1
jorge canturias,1
manuel villavicencio,1
thomas esteves,1
francisco solano,1
santiago cardenas,1
carlos gutierrez,1
salida tomas manzano,1
manuel vicente villaran,1
general antonio guerra,1
juan carlos vizcardo guzman,1
carlos lopez aldana,1
juan caceres,1
jose manuel cordova,1
alfonso silva,1
jorge cuba,1
martiniano chavarri,1
julio verne,1
general alvaro obregon,1
augosto salazar bondy,1
pinerolo,1
carlos sanchez malaga,1
enrique horne,1
fernando leon,1
diego quipe tito,1
eusebio bendezu r.,1
anselmo barreto,1
salvador gutierrez,1
padre amelio plasencia,1
jose maria jara ureta,1
jose pozo,1
mario urteaga,1
crnel. tomas gutierrez,1
arturo lecca,1
pedro yirogoyen diez canseco,1
wilson cisneros cabos,1
pedro denegri,1
victor mostro,1
cesar concha,1
clemente x,1
benjamin doig lossio,1
gonzalo martin trujillo,1
eduardo aranibar,1
enrique rolandi z.,1
juan german l.,1
eugenio campodonico,1
joaquin ortega,1
alberto acosta,1
leonardo alvario,1
pedro cordova,1
don diego dia,1
alex barclay,1
jorge chueca,1
manuel aguilar durand,1
jose corzo,1
luis sologuren,1
abelardo murillo,1
ernesto cardenas,1
rey bahamonde,1
arturo aguilar,1
pedro abad galiante,1
ricardo aranda,1
pino silvestre,1
teodoro valcarcel,1
claude bussy,1
francisco goya,1
claude monet,1
peter paul rubens,1
armardo alvardo,1
carmelo,1
godofredo garcia diaz,1
carlos monge medrano,1
señor sipan,1
alfredo rosenblat,1
cabo j. cotrina u.,1
crnel. victor maldonado begazo,1
sargento william arias robles,1
alberto urquiaga,1
gustavo moreau,1
mondrian,1
bach,1
ritter,1
gluck,1
arq. fernando echeandia,1
roque vargas prada,1
paul dukas,1
joaquin valverde,1
pablo usandizaga,1
miguel cerna,1
claude debussy,1
amadeo vives,1
coronel bruno ferrero,1
leonard bernstein,1
botticelli sandro,1
mariano,1
edgar allan poe,1
general fortunato,1
pastor,1
mario florian,1
capitan daniel muñoz,1
rousseau norte,1
jose jimenez borja,1
octavio mena,1
victor velezmoro,1
jorge ezeta,1
enrique oliveros,1
luis graña,1
alberto cuentas,1
jorge salazar,1
pascual quiñones,1
alejandro ortiz,1
bruno moll,1
cmdte. schenome,1
marques guadalcasar,1
fernando faustor,1
cap. agusto gutierrez,1
tnt. raul vera collahuazo,1
sldo yenuri chiaguala cruz,1
my. luis a. garcia rojas,1
tec. victoriano castillo velarde,1
abelardo solis,1
ruben cruz huarcaya,1
cap. miguel alegre rodriguez,1
german a. gomez sanchez,1
embaj. carlos garcia bedoya,1
embajador carlos garcia bedoya,1
german aparicio gomez sanchez,1
julian sandoval,1
victor gonzales olaechea,1
comandante j. roman,1
manuel miota,1
justo figuerola,1
ismael castilla,1
ricardo flores,1
jose bazzochi,1
benito perez galdos,1
luis tapia garcia,1
ing. fernando echeandia,1
arquitecto fernando echeandia,1
ing. enrique martinelli,1
paasje oscar pacheco quevedo,1
alfredo malaga bresani,1
franco alfaro,1
ciclovia san luis,1
lorenzo rokovich,1
luis reynafarge hurtado,1
mayor jose urdanivia,1
pablo bertonelli,1
daniel victor mayaute espinoza,1
juan manuel scorza,1
victor pareja quintanilla,1
coronel jose maria egusquiza,1
manuel jarmillo,1
pedro manyari,1
j. m. arguedas,1
alfredo bambaren,1
san carlos pinar,1
manuel jose villaran,1
ladislao espinar,1
ernesto garcia,1
juan c torrico,1
german amerraza,1
ricardo aicardi,1
gabriel torres,1
miguel muñoz,1
mario pareja b,1
fray junipero,1
george ellery hale,1
pedro zelaya,1
alberto guillen,1
herman melville,1
lino n. mendoza,1
lino n. mendoza bedoya,1
marlais thomas dylan,1
gregorio montes,1
capitan belisario caceres osma,1
francesco menzio,1
coronel jose andres razuri,1
francisco javier luna pizarro,1
julio vega solis,1
jose c. m.,1
sebastian ricci,1
enrique muller,1
san gabino,1
sandro boticelli,1
san francisco cruz,1
juan boscan almogaver,1
general ramon vargas machuca,1
waler rosales leon,1
general fap armando zamudio,1
anton chejov,1
pedro bertoneli,1
toparpa inca,1
francisco reyes,1
capitan manuel t. perez,1
antonio cardenas,1
mariano campo,1
julian arias,1
luis rutte,1
leon tolstoi,1
cap. william guzman e.,1
horacio zeballos,1
elias mendez ibañez,1
vincent van gogh,1
marques mancera,1
alessandro tassoni,1
alfredo icaza,1
antonio oliveira,1
comandante juan valer sandoval,1
lorenzo lozano,1
francisco javier mariategui telleria,1
arturo alcade mongrut,1
esteban,1
juan antonio portugal,1
teneninete pedro rengifo marin,1
george bernard shaw,1
j. morales,1
enrique campos,1
calvino,1
juan bielovucic,1
hector velarde,1
ortega gasset,1
carlyle,1
paderewski,1
emiliano zapata,1
green,1
spencer,1
russel,1
hillman,1
franklin,1
adam smith,1
victor hugo,1
fisher,1
carlos galdos,1
jose navarro,1
jose carranza,1
gustavo yabar,1
cap daniel nieto,1
jose winder,1
emilio velarde,1
raul cohen,1
jose osorio,1
guillermo flor,1
reynaldo moron,1
carlos grillo,1
alberto pea,1
angel brusco,1
jose raguz,1
anibal maurtua,1
javier moreno,1
engels,1
hegel,1
jean francois millet,1
coronel eudocio rabines,1
aurelio souza,1
jose enrique villar,1
maximo g.,1
augusto gildemeister,1
pedro cieza leon,1
ketin vidal herrera,1
nelson guia gonzales,1
williams,1
diego presa,1
cap. enrique oppenheimer,1
manuel tumba ortega,1
carlos cueto f.,1
paul cezanne,1
giacomo leopardi,1
jose gabriel agular,1
jesus crespo,1
antonio bastidas,1
carlos ledgard,1
pedro luis falucci,1
manuel caballero,1
ernesto noriega,1
mariscal santa cruz,1
captitan manuel s. morales,1
nestor bastanero,1
ghiberti,1
da vinci,1
amadeo modigliani,1
courbet,1
roentgen,1
daniel cruz,1
confusio,1
lucas cranach,1
marcelino gonzales,1
guadalupe huare,1
roberto ramirez villar,1
manuel vildoso,1
juan voto bernales,1
patricio ariarte,1
gaspar monge,1
hans oersted,1
alberto barajas,1
antonio canova,1
eduardo bello,1
eduardo martinez rosales,1
oscar aviles,1
jorge grieve madge,1
marina nuñez prado,1
caros neuhaus rizo patron,1
luis dorich torres,1
carmelino,1
julio faldini,1
pedro mena,1
augusto tamayo,1
capitan roldan seminario,1
general fuente,1
manuel marcos salazar,1
juan norberto elespuru,1
juan carpio,1
capitan jara,1
guillermo marconi,1
francisco almenara,1
juan bielovicic,1
almirante martin guisse,1
roman,1
mariscal gregorio heras,1
jose g. cossio,1
juan nolberto elespuru,1
becqier,1
pietro torrigiano,1
paicioli,1
jose gomez,1
luis saenz,1
enrique cipriani,1
jorge valdeavellano,1
jorge isaac,1
padre constancio bollar,1
juan mejia baca,1
carlos acosta,1
fibacci,1
juan luxardo,1
pedro rosa,1
ovalo jose quiñones,1
enrique lembcke,1
victor basul,1
julio cesar raffo,1
carlos portocarrero,1
pedro lopez ayala,1
francisco tudela varela,1
emilio cavenecia,1
tasso,1
portinari,1
frans hals,1
doctor cayetano valmore roncalle,1
german schreiber,1
juan pastor davila,1
ramsey,1
shakespeare,1
goethe,1
cardich,1
wide,1
dante alighieri,1
gorky,1
teniente alberto chabrier,1
teniente paul beaudiez,1
teniente jose romanet,1
ciclovia mariategui,1
john lyon,1
paul juan poblet,1
marques duero,1
ovalo jose galvez,1
explanada villa salvador,1
antonio avalos,1
mayor luis garcia rojas,1
gino cassinelli,1
general jose antonio sucre,1
jose silva,1
ciclovia vallejo,1
1 julio,1
maco capac,1
general hoyos rubio,1
paseo torrigiano,1
suboficial gustavo begazo,1
augusto gutierrez mendoza,1
tecnico victorino castillo velarde,1
suboficial wilson cisneros,1
bc 19 comandante espinar,1
bip 61 narciso colina,1
capitan william guzman espinoza,1
16 julio,1
maximo villegasw,1
juan cardenas,1
callle j,1
carlos alvarez,1
capitan martin dioses torres,1
alberto bueno,1
manuel seonane corrales,1
fernando reusche,1
javier caceres,1
paul poblet lind,1
general jacinto lara,1
leonidas yerovi,1
enrique paillardelle,1
agustin torre gonzalez,1
jose payan,1
jorge polar,1
mariscal blas cerdeña,1
enrique bustamante ballavian,1
francisco eguiguren,1
capitan eduardo gutierrez rondon,1
david samanez,1
general clement,1
manuel gonzales olaechea,1
general muñiz,1
jose matias manzanilla,1
carlos graña elizalde,1
raymundo morales torre,1
juan c. cavero,1
mariscal nieto,1
padre tadeo,1
faustino maldonado,1
general edwin donayre,1
fermin fiscamal,1
alberto medina,1
san pedro san pablo,1
miguel cervantes s.,1
cerro cruz,1
coronel manuel miota,1
san vicentr paul,1
fernando belaunde terry,1
vicialm. manuel ramos montoya,1
agustin chaupis,1
guadulfo silva carbajal,1
carlos ferreyros,1
juan bautista pigalle,1
juan carlos monge,1
tchaicovski,1
clodomiro arredondo muira,1
toscanini,1
rubinstein,1
moreno torroba,1
toselli,1
scarlatti,1
reynolds,1
faure,1
jose orozco,1
manuel falla,1
simmoni,1
rodrigo valverde,1
francisco cuellar,1
jeronimo aliaga norte,1
leo delibes,1
pablo casals,1
daniel olaechea,1
schrader,1
bellman,1
schipper,1
verdi,1
nicolo paganini,1
leon baumann,1
hassinger,1
bosovich,1
saint saenz,1
julian bautista,1
barbieri,1
jacinto guerrero,1
joaquin turina,1
otto muller,1
mendelson,1
pascal,1
genaro gobian,1
san juan miraflores,1
aprile jorge,1
murillo,1
rembrand,1
velasquez,1
rubens,1
conti,1
bellini,1
nicanor arteage,1
claude sahut,1
enrique encimas franco,1
cesar armestar,1
juvenal denegri,1
prieto victorelli,1
juan jose mostajo,1
jorge salazar araoz,1
miguel olave,1
giotto,1
barsato,1
matisse,1
degas,1
bartolome carducci,1
zurbaran,1
tintoretto,1
boccioni,1
georges seurat,1
regoyos,1
derain,1
richard wagner,1
jose alvarez calderon,1
eduardo orrego,1
manuel piqueras,1
enrique seoane,1
preising,1
rosetti,1
veronesse,1
san bruno,1
ricardo rey basadre,1
geronimo aliaga,1
general eugenio garzon,1
juan bertolotto,1
diego aguero,1
gil taboada,1
general dianderas,1
james joule,1
gil espino,1
cacique umachiri,1
jose gregorio paredes,1
jose morales alpaca,1
coronel ernesto ordinzola,1
vivaldi,1
salazar bondi,1
lidio mongilardi,1
luis b. cisneros,1
comandante jimenez,1
pedro davalos,1
tomas guido,1
miguel cervelli,1
miguel arce,1
jean paul sartre,1
coronel e. odriozola,1
j. dellepiani,1
carlos a. ferreyros u.,1
ezequiel muñoz,1
comandante pedro canga,1
mateo alonso,1
bunsen,1
manuel a. fuentes,1
francesco redi,1
joseph thompson,1
correggio,1
van gogh,1
sorolla,1
monet,1
verrochio,1
cavallini,1
antonius van dyck,1
bartolome bermejo,1
dore,1
pietro marchand,1
corot,1
chardin,1
dominguez,1
eduardo ford,1
rousseau,1
maurice utrillo,1
alonso arco,1
francisco ribalta,1
croix,1
milet,1
benton,1
jean louis forain,1
van velde,1
jose maria sert,1
rafael redon,1
toulousse lautrec,1
renoir,1
reni,1
pissano,1
giovanni papini,1
duccio,1
gaddi,1
bernardo tasso,1
manuel garces,1
guadalupe haure,1
lopez,1
gregorio albarrazin,1
victor andres belaunde terry,1
san marcelino,1
victor humareda,1
villa ventura,1
juan vargas machuca,1
vicente espantoso,1
manuel alcedo,1
"coronel ""odonovan""",1
don alfonso,1
oscar pomar,1
armando orozco falla,1
alfonso geiss salvans,1
juan manuel pereira,1
malencon grau,1
san j. libertad,1
ismael portal,1
jose g. chariarse,1
abraham valdel omar,1
r. ventura,1
maximiliano arguedas,1
daniel velez robles,1
j. olaya,1
teniente romero leoua,1
julio maxeleam,1
a. h. general miguel iglesias,1
victor aguirre,1
teniente coronel ayllon,1
teniente coronel medardo,1
coronel casteñon,1
coronel rios,1
alejandro villalobos,1
sebastian leon,1
andres doria,1
leonidas avendano,1
samuel marquez,1
ovalo jose pardo,1
josë bernardo alcedo,1
daniel alcides carrien,1
hugo ricra,1
juan nepomuceno,1
simon garcia,1
felipe alva,1
martin napanga,1
pedro dulanto,1
general iglesias,1
cipriano aguero,1
francisco paula camino,1
vicealmirante carbajal,1
j. fernandez,1
mariano odicio,1
jose faustino sanchez carrion,1
coronel torre,1
aa. hh. javier heraud,1
santa cruz flores,1
cipriano,1
todos santos,1
san isidro labrador,1
mario montes,1
eduardo lapiñe,1
luis,1
niño jesus,1
maria santos zamudio,1
francisco machuca,1
leonidas avendanio,1
juan francisco raffo,1
juan rissi,1
pedro martinto,1
heroes san juan,1
matias martinez,1
antonio haza,1
antonio graña,1
enrique schemel vargas,1
harold crown,1
oscar barrera,1
san agusto,1
micaela grau,1
lizandro c.,1
jose m. vilchez,1
santiago ore,1
juan manuel pereyra,1
jacinto mendoza,1
erick fromm,1
luis villaran,1
carlos a. saco,1
armando cambana,1
felix cristobal cuskechahua,1
flavio manco cuya,1
ciclovia 28 julio,1
benjamin roca muelle,1
adan mejia,1
francisco mazzocchio,1
san lorenzo leca rios,1
manuel escorza,1
pedro corro barrutia,1
martir jose olaya balandra,1
jose carmen,1
mariscal gamarra,1
cruz norte,1
marquez torre tagle,1
san miguel arcangel,1
federico villa real,1
san camilo lelis,1
braulio bondini,1
manuel lecca,1
geronimo balarezo,1
eduardo caceres,1
isla santa cruz,1
puerto salaverry,1
dario torres,1
hector rubio,1
pedro garcia cabrera,1
lizardo,1
coronel cano,1
coronel nestor bermudez,1
carlos richardson,1
demetrio ruiz,1
hipolito melena,1
ricardo trenenman,1
napoleon vidal,1
ismael portal ramon zavala,1
san javier,1
san daniel,1
eduardo gallo,1
francisco trucio,1
jose c. mariategui,1
leoncio guisado,1
jose maria arguedas (andahuaylas),1
coronel jose galvez,1
saturnino castillo,1
don emilio,1
ernesto curril carbonel,1
jose m. coronel,1
enrique parodi,1
joan miro,1
juan dionisio rivera,1
teniente carlos jimenes chavez,1
jorge luis borges,1
luis varela orbegoso,1
julio becerra,1
santos chocano (calle 3),1
carlos gonzales posada,1
pedro chamochumbi aguirre,1
ernesto odriozola,1
juan betanzos,1
camino san miguel,1
fermin diez canseco,1
luis garcia ruiz,1
pedro canga rodriguez,1
pablo ramirez taboada,1
carlos vilaran,1
ricardo pazos varela,1
juan hoyle p.,1
jose inclan,1
carlos loayza,1
anacleto viani,1
alfredo icaza contreras,1
cristobal lozada puga,1
santiago figueredo,1
dean saavedra,1
julian apaza,1
santos atahualpa,1
padre guatemala,1
ines huaylas yupanqui,1
jose liborno,1
eugenio torre,1
ventura callamaqui,1
villar cordova,1
luis miroquesada guerra,1
cristobal mena,1
manrique luna,1
mario valdivia,1
hernando magallanes,1
monseñor fidel tubino,1
cesar lopez rojas,1
juan masias,1
maria rosario araoz,1
mariano aragones,1
general ayala,1
coronel casimiro negron,1
jose m. cortez,1
nicolas barra,1
benito pardo,1
benito parto figueroa,1
julio villegas,1
jose cuauthemoc,1
belisario carrillo,1
edmundo escomel,1
luis escobar,1
miguel rios,1
pedro canepa,1
"ramon zavala, barranca",1
jose antonio roca,1
ciclovia victor malasquez,1
carlos giusti,1
mariscal ureta,1
teniente jimenez,1
coronel valer,1
francisco zelaw,1
almirante,1
cnel. juan valer sandoval,1
capitan raul jimenez,1
jose riva aguiro,1
oscar r benavdes,1
general eloy gaspar ureta,1
mariscal jose sucre,1
almte. andres a. ciaceres,1
mcao. william miller,1
oscar r benavides,1
rosendo badani,1
carlos pareja,1
federico gerdes,1
leon xiii,1
juan xiii,1
pio xi,1
socrates,1
alejandro granda,1
felix,1
bonifacio,1
alejandro i,1
edgar zuñiga medina,1
alberto montellanos,1
jorge vinatea,1
julio rivera,1
victor bielich,1
jose farias rios,1
manuel ugarte chamorro,1
cesar atahualpa rodriguez,1
carlos oquendo amat,1
capitan stiglish alvarez,1
jose celendon condestable,1
juan jose pardo,1
javier abril,1
jose carmen marin,1
dulio poggi,1
h. ferreyra leon,1
blas borsani,1
edison,1
alejandro mango,1
vasco gama,1
julian arias araguez,1
jesus,1
jose e. mora,1
juan viscardo gil,1
carlos leon delgado,1
luis miguel sanchez cerro,1
perpetuo socorro,1
san francisco tamayo,1
carlos pedemonte,1
leonidas serre,1
juan leonardi,1
pablo risso,1
emilio fort,1
angel descalzi,1
yahuar huanca,1
felipe bargna,1
manuel estacio,1
juan guillermo more,1
miguel hidalgo,1
capitan navio emilio carrillo,1
b. san juan,1
ramon ponce,1
sargento 2º fernando lores tenazoa,1
carlos egusquiza ames (rio chira),1
juan carbone,1
virrey serna,1
andres santa cruz,1
cabo alfonso soto martinez,1
nestor caceres,1
angel cepollini,1
lopez gamarra,1
agustin zarate,1
felipe barona,1
diego fernandez,1
carlos egusquiza,1
edgardo valentin,1
juan pablo risso,1
mariscal luis orbegoso,1
manuel bonnemaison,1
antonio raimondy,1
san francisco javier,1
j. rufino echenique,1
albino banda rivera,1
ovalo horacio zeballos,1
a. avelino caceres,1
mariano carbajal,1
francisco lanata,1
cristobal,1
precursor gabriel bejar,1
victor maldonado begazo,1
dante nava,1
inte andres bezada,1
augusto lopez rodriguez,1
jose ayala,1
rafael aed guerrero,1
manuel rivera,1
paul gauguin,1
luis neto,1
pedro ochoa torres,1
capitan felipe gil,1
alberto andrade carmona,1
jacob degen,1
victor alegria,1
luis orbegozo,1
william shakespeare,1
erick g. diaz cabrel,1
alberto lynch,1
severo pacayo,1
felipe gil,1
pedro herouard,1
james adams,1
manuel alva,1
eleonor roosevelt,1
ghandi,1
houssay,1
eliot estela calderon,1
reinaldo f.,1
elias calmet,1
julio ramon ribeyro,1
mariano canova,1
jose rosasco mendoza,1
domingo tristan moscoso,1
perez esequiel,1
padre luis tezza,1
jaime quevedo cabada,1
luis alvarado delgado,1
nelson queirolo queirolo,1
miguel olivera pumayali,1
eduardo albarracin medina,1
william ramirez,1
manuel morales,1
marques aviles,1
teniente jose meliton rodriguez,1
santa cruz sur,1
coronel cesar canevaro,1
carlos vivar espinoza,1
marco a. schennone oliva,1
comandante marko jara schenone,1
teneninete augusto guiterrez m.,1
esteban mallame,1
general pedro silva,1
san blas,1
martin jose olaya,1
coronel jose maria hernando,1
coronel enrique campos,1
pablo picasso,1
alberto perez,1
marques guadalcazar,1
david roca varea norte,1
juan bujanda,1
justiniano,1
carmen no 4,1
prospero rosado,1
carlos giusti acuña,1
hugo mazzini,1
capitan fap renan elias olivera,1
general fap federico recavarren,1
gral. pedro silva,1
rodrigo franco,1
teniente raul jimenez,1
carlos flores gomez,1
jose ochoa,1
juan chavez aguirre,1
felix tello rojas,1
don francisco,1
pierre simon laplace,1
doña raquel,1
luis alvarez tovar,1
miguel emilio luna,1
cristo rey,1
jose randu,1
paseo san juan,1
jose charriarse,1
cesar escobar,1
maximo gorbito,1
paulo vi,1
manuel carrero,1
carlos aguirre,1
ivan huerta,1
jesus tay,1
cesar diaz,1
cesar moro,1
carlos roldan,1
diego ojeda,1
victor placencia,1
nestor madalengoitia,1
jose m. seguin,1
general fap e. silva,1
francisco toledo,1
joaquin torrino,1
martin pinillos,1
soldado francisco rosa,1
henry matisse,1
simone martin,1
edouard manet,1
marques montesclaros,1
arquimedes,1
marques castelfuerte,1
marques villagarcia,1
alejandro,1
capitan pedro canga,1
m. pollo j.,1
carmen no 5,1
braulio saurez,1
alfa leon,1
capitan julio ponce antunez mayolo,1
pedro jimenez guzman,1
maria isabel granda l,1
cesar falcon,1
javier flor,1
victor marie,1
german lapeyre,1
henry revet,1
giovanni bellini,1
manuel lorenzo,1
capitan juan a. valencia,1
manuel perez,1
jose chairrase,1
lucio mansilla,1
santiago davila,1
manuel carbajal,1
walter rosales,1
augusto salaverry,1
baños inca (calle 2),1
san enrique,1
enrique blondet,1
general miguel iglesias,1
teniente diego ferrer,1
manco,1
leonidas gutierrez,1
pedro paulet mostajo,1
isidro mamani,1
alberto magno,1
gustavo cornejo,1
san norberto,1
juan bielovucic (calle 14),1
juan o connor (calle a),1
san juan crisostomo,1
faustino rodriguez sarmiento,1
melchor arteaga,1
martin pizarro,1
mateo avellaneda,1
aymi tupac,1
ventura monjoras,1
miguel anco,1
andres poma,1
esteban baca,1
salas pachacutec,1
jose amaro,1
rio victor,1
lucas collqui,1
grogorio enrique,1
mateo condori,1
jose yepez,1
rafael paucar,1
andres coscamayta,1
raul jimenez chavez,1
santiago cardanes (calle b),1
armando revoredo iglesias,1
san francisco sales,1
san pedro claver,1
san sotero,1
san francisco paula,1
victor humareda (calle 7),1
san esteban harding,1
juan diego,1
juan gonzalo rose (calle 4),1
san amadeo,1
abraham valdelomar (calle 5),1
san bernardo claraval,1
san simon stock,1
san agustin hipona,1
tomas moro,1
san cirilo jersualen,1
san andres avelino,1
san pablo cruz,1
san jose cafasso,1
santa maravillas jesus,1
san jose maria escriva,1
jose m. eguren (calle 5),1
san juan evangelista,1
san alfonso maria ligorio,1
santiago mayor,1
san anselmo canterbury,1
san carlos borromeo,1
santo tomas villanueva,1
san pio pietrecina,1
san fabian,1
san melquiades,1
abelardo quiñones,1
juan valer,1
gregorio cisa,1
diego bermejo,1
jose chavez,1
eduardo derteano,1
ovalo giuseppe verdi,1
jose albujar,1
teniente coronel francisco moreno,1
luis valcarcel,1
enrique b. camacho conde,1
pablo recabarren,1
teodoro gallardo,1
emilio ponce,1
coronel domingo ayarza,1
luis basa,1
cesar mone,1
felicita jesus,1
abel montoya,1
capitan tomas sanchez,1
manuel arturo odria,1
felipe aranizibia,1
padre amelio placencia,1
eloy nepo,1
jhon c. adams,1
jose razuri,1
jose mendizabal,1
tomas marsano - angamos,1
jose bolognesi,1
capitan joaquin castellano,1
pedro alcocer,1
herminio madrid gutierrez,1
arturo salazar,1
guillermo almenara,1
santa miguiel,1
teniente baltazar valle,1
dionisio campos,1
capitan manuel galindo,1
teniente garzon,1
san octavio,1
basilio,1
carlos alberto velasquez,1
general luna iglesias,1
general pedro morales bermudez,1
jose ramon pizarro,1
vidal,1
arturo revoredo,1
jose olavegoya,1
luis n. saenz,1
cabo gutarra,1
francisco brenner,1
jose manuel ugarteche,1
luis galvan,1
diego ortizola,1
francisco torres,1
luis galv{an,1
antonio polo,1
pedro murillo,1
manuel vivanco,1
miguel arriago,1
jose lizier terzi,1
jose legula,1
alfredo cardenas,1
howard,1
roberto owen,1
eleazar blanco,1
san juan carlos,1
verne,1
euripides,1
lope vega,1
perez oblitas,1
saenz,1
jose huida,1
